order_id,order_date,ship_mode,processing_mode,rdy2ship_date,pickup_date,customer_id,customer_name,on_truck_scan_date,arrival_scan_date,origin_channel,country/region,city,state,postal_code,region,categories,sub_categories,product_ids,quantity_ttl,sales_ttl,discount_ttl,profit_ttl,order_to_truck_time,processing_time,waiting_time
CA-2018-103835,2018-09-24,Standard Class,,,,SC-20440,Shaun Chance,,,Sales,United States,Los Angeles,California,90032.0,West,"Power Muesli, Toasted Muesli","Mega Protein, With Fruit and Nuts","OFF-AP-10002651, FUR-FU-10000010",7,1173.03,0.0,340.4769,,,
CA-2019-149783,2019-09-04,Second Class,Standard Processing,2019-09-09,2019-09-11,DL-13315,Delfina Latchford,2019-09-11,2019-09-16,Email,United States,Knoxville,Tennessee,37918.0,South,"Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Super Mega Protein","OFF-AP-10001205, OFF-PA-10002195, OFF-AR-10002987",7,131.104,0.6000000000000001,21.1644,7.0,5.0,2.0
CA-2017-115056,2017-05-02,First Class,,,,AR-10510,Andrew Roberts,,,Email,United States,Columbus,Ohio,43229.0,East,Power Muesli,Mega Protein,OFF-AP-10003971,3,26.136,0.2,1.9602,,,
CA-2018-121783,2018-11-10,Standard Class,,,,PO-19180,Philisse Overcash,,,Facebook,United States,Roseville,Minnesota,55113.0,Central,"Power Muesli, Special Projects Muesil, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Organic, Steel Cut, Super Fibre Boost, With Fruit and Nuts","OFF-AP-10003849, TEC-CO-10001571, OFF-ST-10000078, OFF-BI-10001658, FUR-FU-10004351",12,2165.12,0.0,644.3432,,,
US-2017-117968,2017-08-05,Second Class,,,,RS-19420,Ricardo Sperren,,,Sales,United States,Meriden,Connecticut,6450.0,East,"Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Super Mega Protein, With Nuts","OFF-AP-10002765, OFF-AR-10004165, FUR-CH-10002335",10,1217.3799999999999,0.0,318.929,,,
CA-2017-152443,2017-05-21,Standard Class,,,,FG-14260,Frank Gastineau,,,Facebook,United States,Lawrence,Massachusetts,1841.0,East,"Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Super Fibre Boost","OFF-AP-10001293, OFF-PA-10003022, OFF-BI-10001071",16,711.6800000000001,0.0,297.0884,,,
US-2019-113985,2019-12-02,Standard Class,Standard Processing,,,KD-16495,Keith Dawkins,2019-12-11,,Sales,United States,San Jose,California,95123.0,West,"Power Muesli, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Super Fibre Boost, Super Fibre Boost, With Fruit and Nuts","OFF-AP-10001303, OFF-BI-10002353, OFF-BI-10000632, FUR-FU-10003026",11,203.108,0.4,75.6516,9.0,,
CA-2019-127138,2019-03-12,Second Class,Standard Processing,,,DK-13225,Dean Katz,2019-03-18,,Sales,United States,San Francisco,California,94109.0,West,"Power Muesli, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Power Clean Fibre Boost, Steel Cut, With Nuts","OFF-AP-10003842, OFF-EN-10004459, OFF-ST-10002756, FUR-CH-10003746",17,1632.362,0.2,139.0491,6.0,,
CA-2017-140732,2017-11-11,Second Class,,,,MA-17560,Matt Abelman,,,Facebook,United States,Los Angeles,California,90004.0,West,"Power Muesli, Power Muesli, Special Projects Muesil","Mega Protein, Nuts and more, Only Oats","OFF-AP-10001626, OFF-PA-10003625, TEC-PH-10001425",15,707.6279999999999,0.2,115.37960000000001,,,
CA-2018-143980,2018-12-25,Standard Class,,,,JK-15640,Jim Kriz,,,Facebook,United States,New York City,New York,10011.0,East,Power Muesli,Mega Protein,OFF-AP-10003779,2,414.96,0.0,124.488,,,
CA-2017-152422,2017-10-05,Second Class,,,,BD-11635,Brian Derr,,,Email,United States,Columbus,Ohio,43229.0,East,Power Muesli,Mega Protein,OFF-AP-10002892,5,91.92,0.2,11.49,,,
CA-2020-139717,2020-08-24,Second Class,Standard Processing,,,DM-13015,Darrin Martin,2020-08-28,,Email,United States,Lancaster,Ohio,43130.0,East,"Power Muesli, Power Muesli","Mega Protein, Nuts and more","OFF-AP-10000938, OFF-PA-10002195",10,656.6400000000001,0.4,68.3856,4.0,,
US-2018-155369,2018-04-19,Standard Class,,,,PG-18820,Patrick Gardner,,,Email,United States,Carrollton,Texas,75007.0,Central,"Power Muesli, Power Muesli","Mega Protein, Super Fibre Boost","OFF-AP-10002578, OFF-BI-10003925",6,329.96,1.6,-564.9804,,,
CA-2018-153878,2018-04-25,Standard Class,,,,TS-21655,Trudy Schmidt,,,Email,United States,Milwaukee,Wisconsin,53209.0,Central,"Power Muesli, Power Muesli","Mega Protein, Super Mega Protein","OFF-AP-10001205, OFF-AR-10000658",10,330.15,0.0,92.44200000000001,,,
CA-2020-121580,2020-05-29,Standard Class,Standard Processing,,,ML-17410,Maris LaWare,2020-06-05,,Email,United States,Columbus,Indiana,47201.0,Central,"Power Muesli, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Nuts and more, Super Fibre Boost, With Fruit and Nuts","OFF-AP-10001564, OFF-PA-10004082, OFF-BI-10000632, FUR-FU-10003981",7,522.7900000000001,0.0,147.521,7.0,,
CA-2017-101147,2017-12-02,First Class,,,,MC-17575,Matt Collins,,,Email,United States,Chicago,Illinois,60623.0,Central,Power Muesli,Mega Protein,OFF-AP-10004249,1,2.394,0.8,-6.3441,,,
CA-2017-141313,2017-12-28,Standard Class,,,,AJ-10780,Anthony Jacobs,,,Sales,United States,Beverly,Massachusetts,1915.0,East,"Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Steel Cut","OFF-AP-10002651, OFF-PA-10003302, OFF-ST-10000689",15,2583.19,0.0,654.9194,,,
CA-2017-167927,2017-01-20,Standard Class,,,,XP-21865,Xylona Preis,,,Email,United States,Westland,Michigan,48185.0,Central,"Power Muesli, Power Muesli, Power Muesli, Power Muesli, Power Muesli, Power Muesli, Toasted Muesli, Toasted Muesli","Mega Protein, Steel Cut, Steel Cut, Super Fibre Boost, Super Fibre Boost, Super Mega Protein, With Fruit and Nuts, With Fruit and Nuts","OFF-AP-10002311, OFF-ST-10000760, OFF-ST-10003123, OFF-BI-10000605, OFF-BI-10004364, OFF-AR-10004456, FUR-FU-10002918, FUR-FU-10002268",26,708.616,0.1,183.5546,,,
US-2018-109015,2018-09-06,Standard Class,,,,BS-11590,Brendan Sweed,,,Sales,United States,New York City,New York,10011.0,East,"Power Muesli, Special Projects Muesil","Mega Protein, Only Oats","OFF-AP-10001962, TEC-PH-10002922",3,346.37,0.0,103.4915,,,
CA-2019-113292,2019-03-18,Second Class,Standard Processing,,,DB-13060,Dave Brooks,2019-03-22,,Email,United States,Columbia,Tennessee,38401.0,South,Power Muesli,Mega Protein,OFF-AP-10003590,3,871.8,0.2,87.18,4.0,,
CA-2018-120621,2018-03-21,Standard Class,,,,JW-16075,Julia West,,,Email,United States,Jacksonville,North Carolina,28540.0,South,"Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Super Fibre Boost","OFF-AP-10002945, OFF-PA-10002254, OFF-BI-10000948",21,1270.3790000000001,1.1,242.5149,,,
US-2020-116652,2020-09-15,Standard Class,Standard Processing,,,RD-19480,Rick Duston,2020-09-23,,Email,United States,San Francisco,California,94122.0,West,"Power Muesli, Power Muesli, Power Muesli, Toasted Muesli, Toasted Muesli","Mega Protein, Super Fibre Boost, Super Mega Protein, With Fruit and Nuts, With Nuts","OFF-AP-10001205, OFF-BI-10004528, OFF-AR-10001915, FUR-FU-10001488, FUR-CH-10002961",21,959.1999999999999,0.4,179.03480000000002,8.0,,
CA-2020-144680,2020-03-31,First Class,Express,,,SC-20260,Scott Cohen,2020-04-03,2020-04-08,Sales,United States,Arlington,Texas,76017.0,Central,Power Muesli,Mega Protein,OFF-AP-10003040,5,33.62,0.8,-90.774,3.0,,
US-2019-146857,2019-05-06,Second Class,Standard Processing,,,BE-11455,Brad Eason,2019-05-10,,Facebook,United States,Springfield,Missouri,65807.0,Central,Power Muesli,Mega Protein,OFF-AP-10001205,1,54.48,0.0,15.2544,4.0,,
US-2018-156496,2018-08-10,Standard Class,,,,WB-21850,William Brown,,,Email,United States,Redmond,Oregon,97756.0,West,"Power Muesli, Special Projects Muesil, Special Projects Muesil","Mega Protein, Only Oats, Only Oats","OFF-AP-10001469, TEC-PH-10000576, TEC-PH-10004188",15,711.784,0.6000000000000001,21.885399999999997,,,
US-2019-127334,2019-12-15,Standard Class,Standard Processing,,,MP-18175,Mike Pelletier,2019-12-24,,Facebook,United States,Springfield,Oregon,97477.0,West,"Power Muesli, Toasted Muesli","Mega Protein, Sweetened","OFF-AP-10001205, FUR-TA-10003473",5,651.363,0.7,-295.9485,9.0,,
CA-2018-129322,2018-08-08,Second Class,,,,DB-13405,Denny Blanton,,,Email,United States,Lawrence,Massachusetts,1841.0,East,"Power Muesli, Power Muesli, Power Muesli","Mega Protein, Super Fibre Boost, Super Mega Protein","OFF-AP-10004336, OFF-BI-10001718, OFF-AR-10004587",11,601.44,0.0,255.429,,,
US-2020-165869,2020-07-31,Standard Class,Standard Processing,,,LS-17200,Luke Schmidt,2020-08-07,,Sales,United States,Milwaukee,Wisconsin,53209.0,Central,"Power Muesli, Power Muesli","Mega Protein, Super Fibre Boost","OFF-AP-10002472, OFF-BI-10003460",10,173.4,0.0,62.9676,7.0,,
CA-2019-130442,2019-12-16,First Class,Express,,,SF-20065,Sandra Flanagan,2019-12-20,2019-12-23,Email,United States,Goldsboro,North Carolina,27534.0,South,Power Muesli,Mega Protein,OFF-AP-10004859,3,34.944,0.2,3.0576,4.0,,
CA-2017-120096,2017-07-04,First Class,,,,KE-16420,Katrina Edelman,,,Sales,United States,Aurora,Colorado,80013.0,West,"Power Muesli, Power Muesli","Mega Protein, Nuts and more","OFF-AP-10000692, OFF-PA-10001977",6,209.96800000000002,0.4,65.3808,,,
CA-2019-123358,2019-04-10,Standard Class,Standard Processing,,,BT-11680,Brian Thompson,2019-04-19,,Email,United States,San Francisco,California,94122.0,West,"Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, Steel Cut, Steel Cut, Super Fibre Boost","OFF-AP-10004980, OFF-ST-10001932, OFF-ST-10000636, OFF-BI-10000069",19,891.962,0.2,147.1346,9.0,,
CA-2019-154767,2019-06-28,Second Class,Standard Processing,,,BP-11155,Becky Pak,2019-07-03,,Email,United States,Paterson,New Jersey,7501.0,East,"Power Muesli, Power Muesli, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Mega Protein, Nuts and more, Super Fibre Boost, With Nuts","OFF-AP-10000595, OFF-AP-10002311, OFF-PA-10003039, OFF-BI-10002003, FUR-CH-10003535",12,475.86,0.0,175.7344,5.0,,
US-2020-115609,2020-11-02,Standard Class,Standard Processing,,,CS-12505,Cindy Stewart,2020-11-12,,Email,United States,Los Angeles,California,90036.0,West,Power Muesli,Mega Protein,OFF-AP-10003040,5,168.1,0.0,43.706,10.0,,
US-2020-123204,2020-07-21,Standard Class,Standard Processing,,,CS-11860,Cari Schnelling,2020-07-29,,Email,United States,New York City,New York,10024.0,East,Power Muesli,Mega Protein,OFF-AP-10002287,4,17.48,0.0,4.5448,8.0,,
CA-2020-107517,2020-02-05,Standard Class,Standard Processing,,,FC-14335,Fred Chung,2020-02-12,,Sales,United States,Torrance,California,90503.0,West,"Power Muesli, Special Projects Muesil","Mega Protein, Only Oats","OFF-AP-10000275, TEC-PH-10003505",10,2011.9,0.2,501.156,7.0,,
CA-2020-121706,2020-02-26,Standard Class,Standard Processing,,,BM-11140,Becky Martin,2020-03-04,,Email,United States,Santa Barbara,California,93101.0,West,Power Muesli,Mega Protein,OFF-AP-10003287,7,356.79,0.0,99.9012,7.0,,
CA-2019-116526,2019-09-01,Standard Class,Standard Processing,,,JA-15970,Joseph Airdo,2019-09-09,2019-09-12,Email,United States,Detroit,Michigan,48227.0,Central,"Power Muesli, Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, Only Oats, Super Fibre Boost, Super Fibre Boost, Super Fibre Boost, Super Mega Protein","OFF-AP-10002457, TEC-PH-10002365, OFF-BI-10004728, OFF-BI-10000320, OFF-BI-10001116, OFF-AR-10004999",21,477.5,0.1,114.6576,8.0,,
CA-2020-158561,2020-11-11,Second Class,Standard Processing,,,BB-11545,Brenda Bowman,2020-11-18,,Sales,United States,Fort Lauderdale,Florida,33311.0,South,Power Muesli,Mega Protein,OFF-AP-10002651,5,1158.12,0.2,130.2885,7.0,,
CA-2020-165099,2020-12-11,First Class,Express,,,DK-13375,Dennis Kane,2020-12-14,,Email,United States,Abilene,Texas,79605.0,Central,Power Muesli,Mega Protein,OFF-AP-10001634,2,1.392,0.8,-3.7584,3.0,,
CA-2018-109386,2018-11-08,Second Class,,,,RH-19600,Rob Haberlin,,,Email,United States,Hampton,Virginia,23666.0,South,"Power Muesli, Special Projects Muesil, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Only Oats, Super Mega Protein, Super Mega Protein, With Fruit and Nuts","OFF-AP-10003266, TEC-PH-10002890, OFF-AR-10000380, OFF-AR-10000122, FUR-FU-10000308",23,750.9300000000001,0.0,205.24439999999998,,,
CA-2018-166800,2018-11-19,Standard Class,,,,AG-10300,Aleksandra Gannaway,,,Sales,United States,Las Vegas,Nevada,89115.0,West,Power Muesli,Mega Protein,OFF-AP-10004868,4,31.08,0.0,8.3916,,,
CA-2020-169474,2020-02-04,Standard Class,Standard Processing,,,JF-15355,Jay Fein,2020-02-12,,Email,United States,Rochester,New York,14609.0,East,Power Muesli,Mega Protein,OFF-AP-10003971,3,32.67,0.0,8.4942,8.0,,
CA-2018-119480,2018-01-09,Standard Class,,,,CC-12685,Craig Carroll,,,Email,United States,Henderson,Kentucky,42420.0,South,"Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Nuts and more, Super Mega Protein","OFF-AP-10001205, OFF-PA-10000474, OFF-PA-10004996, OFF-AR-10004691",13,364.07,0.0,131.0797,,,
CA-2019-139941,2019-06-12,Standard Class,Standard Processing,,,CB-12415,Christy Brittain,2019-06-19,,Email,United States,Long Beach,New York,11561.0,East,"Power Muesli, Power Muesli","Mega Protein, Nuts and more","OFF-AP-10004036, OFF-PA-10000241",6,145.5,0.0,60.219,7.0,,
CA-2018-106208,2018-12-10,Standard Class,,,,JW-16075,Julia West,,,Email,United States,Chicago,Illinois,60610.0,Central,Power Muesli,Mega Protein,OFF-AP-10004980,7,53.088,0.8,-108.8304,,,
CA-2019-109953,2019-07-14,Standard Class,Standard Processing,,,RB-19360,Raymond Buch,2019-07-22,,Email,United States,San Francisco,California,94122.0,West,"Power Muesli, Special Projects Muesil, Toasted Muesli","Mega Protein, Only Oats, With Fruit and Nuts","OFF-AP-10002998, TEC-PH-10004093, FUR-FU-10000073",14,292.796,0.2,72.6159,8.0,,
CA-2020-153843,2020-03-13,First Class,Express,,,SC-20380,Shahid Collister,2020-03-16,,Email,United States,Fairfield,Connecticut,6824.0,East,"Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Super Fibre Boost","OFF-AP-10001564, OFF-PA-10003673, OFF-BI-10002353",8,523.1600000000001,0.0,148.8568,3.0,,
CA-2019-152730,2019-05-30,Standard Class,Standard Processing,,,EM-14140,Eugene Moren,2019-06-05,,Facebook,United States,Superior,Wisconsin,54880.0,Central,"Power Muesli, Power Muesli, Power Muesli, Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Nuts and more, Nuts and more, Only Oats, Steel Cut, Super Mega Protein, Super Mega Protein, With Fruit and Nuts","OFF-AP-10002684, OFF-PA-10000994, OFF-PA-10004888, TEC-PH-10000441, OFF-ST-10000876, OFF-AR-10003732, OFF-AR-10000940, FUR-FU-10001037",33,1282.6100000000001,0.0,509.11740000000003,6.0,,
CA-2019-123337,2019-09-16,Standard Class,Standard Processing,,,KD-16495,Keith Dawkins,2019-09-25,2019-09-27,Sales,United States,San Jose,California,95123.0,West,"Power Muesli, Toasted Muesli","Mega Protein, With Fruit","OFF-AP-10002287, FUR-BO-10001918",6,291.146,0.15,-8.333599999999999,9.0,,
US-2020-128447,2020-11-10,Standard Class,Standard Processing,,,MC-17845,Michael Chen,2020-11-18,,Email,United States,Pasco,Washington,99301.0,West,"Power Muesli, Power Muesli","Mega Protein, Super Fibre Boost","OFF-AP-10004540, OFF-BI-10001543",6,429.592,0.2,122.30120000000001,8.0,,
CA-2017-130421,2017-03-03,Standard Class,,,,SC-20020,Sam Craven,,,Email,United States,Houston,Texas,77095.0,Central,Power Muesli,Mega Protein,OFF-AP-10002534,3,176.772,0.8,-459.6072,,,
CA-2017-141649,2017-09-30,First Class,,,,DM-12955,Dario Medina,,,Sales,United States,Fairfield,Ohio,45014.0,East,Power Muesli,Mega Protein,OFF-AP-10003217,6,795.408,0.2,59.6556,,,
CA-2020-135069,2020-04-10,Standard Class,Standard Processing,,,BS-11755,Bruce Stewart,2020-04-15,,Email,United States,Philadelphia,Pennsylvania,19143.0,East,"Power Muesli, Toasted Muesli","Mega Protein, With Fruit and Nuts","OFF-AP-10000026, FUR-FU-10003878",7,231.776,0.4,28.3668,5.0,,
US-2017-164763,2017-03-17,Standard Class,,,,MH-17440,Mark Haberlin,,,Sales,United States,Jackson,Mississippi,39212.0,South,"Power Muesli, Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Nuts and more, Super Fibre Boost, Super Fibre Boost","OFF-AP-10003971, OFF-PA-10003349, OFF-PA-10003063, OFF-BI-10000605, OFF-BI-10000309",14,103.5,0.0,42.81229999999999,,,
CA-2019-138282,2019-05-19,Standard Class,Standard Processing,,,AH-10690,Anna Häberlin,2019-05-28,2019-05-31,Sales,United States,Los Angeles,California,90008.0,West,Power Muesli,Mega Protein,OFF-AP-10001366,8,87.84,0.0,23.7168,9.0,,
US-2020-160836,2020-09-11,Standard Class,Standard Processing,,,CC-12475,Cindy Chapman,2020-09-18,,Email,United States,Houston,Texas,77070.0,Central,"Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Nuts and more, Sweetened","OFF-AP-10001626, OFF-PA-10004239, FUR-TA-10002855",10,524.018,1.3,-66.8442,7.0,,
US-2017-137155,2017-11-01,Standard Class,,,,DL-12925,Daniel Lacy,,,Email,United States,Long Beach,New York,11561.0,East,"Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Nuts and more, With Fruit and Nuts","OFF-AP-10002518, OFF-PA-10000806, FUR-FU-10003142",12,733.5600000000001,0.0,246.954,,,
CA-2018-123113,2018-11-23,Second Class,,,,AT-10735,Annie Thurman,,,Email,United States,Morristown,New Jersey,7960.0,East,"Power Muesli, Power Muesli","Mega Protein, Super Mega Protein","OFF-AP-10000275, OFF-AR-10004999",11,2643.06,0.0,739.5186,,,
CA-2017-124464,2017-07-14,Standard Class,,,,SS-20515,Shirley Schmidt,,,Facebook,United States,Newark,Delaware,19711.0,East,Power Muesli,Mega Protein,OFF-AP-10000576,1,39.48,0.0,11.0544,,,
CA-2018-136805,2018-05-23,Second Class,,,,NM-18445,Nathan Mautz,,,Facebook,United States,Detroit,Michigan,48234.0,Central,"Power Muesli, Toasted Muesli","Mega Protein, With Fruit and Nuts","OFF-AP-10001394, FUR-FU-10003724",14,925.83,0.1,265.2858,,,
US-2017-120740,2017-04-15,First Class,,,,PS-18970,Paul Stevenson,,,Facebook,United States,Los Angeles,California,90049.0,West,"Power Muesli, Toasted Muesli","Mega Protein, With Fruit and Nuts","OFF-AP-10000240, FUR-FU-10004091",6,294.71999999999997,0.0,108.0,,,
CA-2020-133487,2020-05-06,Second Class,Standard Processing,,,TS-21655,Trudy Schmidt,2020-05-13,,Email,United States,Rancho Cucamonga,California,91730.0,West,Power Muesli,Mega Protein,OFF-AP-10001271,3,152.94,0.0,41.2938,7.0,,
CA-2018-120782,2018-04-28,First Class,,,,SD-20485,Shirley Daniels,,,Facebook,United States,Midland,Michigan,48640.0,Central,"Power Muesli, Power Muesli","Mega Protein, Super Fibre Boost","OFF-AP-10003779, OFF-BI-10003527",4,3999.7019999999998,0.1,1947.981,,,
US-2020-128951,2020-07-15,First Class,Express,,,RS-19420,Ricardo Sperren,2020-07-17,,Sales,United States,Suffolk,Virginia,23434.0,South,"Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Nuts and more, Sweetened","OFF-AP-10002191, OFF-PA-10003177, FUR-TA-10004575",8,1065.8400000000001,0.0,213.7332,2.0,,
CA-2017-150203,2017-12-05,First Class,,,,JB-15925,Joni Blumstein,,,Email,United States,Los Angeles,California,90032.0,West,Power Muesli,Mega Protein,OFF-AP-10001469,6,250.26,0.0,72.5754,,,
US-2020-138086,2020-04-16,Standard Class,Standard Processing,,,JO-15550,Jesus Ocampo,2020-04-22,2020-04-27,Facebook,United States,San Francisco,California,94109.0,West,Power Muesli,Mega Protein,OFF-AP-10000027,3,40.74,0.0,12.222,6.0,,
CA-2019-113978,2019-09-25,Standard Class,Standard Processing,,,TS-21505,Tony Sayre,2019-10-02,2019-10-07,Email,United States,Cleveland,Ohio,44105.0,East,"Power Muesli, Power Muesli, Power Muesli","Mega Protein, Steel Cut, Steel Cut","OFF-AP-10003849, OFF-ST-10004963, OFF-ST-10002574",6,642.016,0.6000000000000001,-69.8378,7.0,,
CA-2019-155978,2019-08-01,First Class,Express,,,TS-21205,Thomas Seio,2019-08-02,,Sales,United States,Riverside,California,92503.0,West,"Power Muesli, Special Projects Muesil","Mega Protein, Only Oats","OFF-AP-10002892, TEC-PH-10002885",4,1085.688,0.2,104.7642,1.0,,
CA-2019-139381,2019-04-18,Standard Class,Standard Processing,,,RF-19840,Roy Französisch,2019-04-24,,Email,United States,Chesapeake,Virginia,23320.0,South,"Power Muesli, Special Projects Muesil","Mega Protein, Only Oats","OFF-AP-10001271, TEC-PH-10004924",8,233.48,0.0,63.0396,6.0,,
CA-2019-116603,2019-07-17,Standard Class,Standard Processing,,,AT-10735,Annie Thurman,2019-07-24,,Email,United States,New York City,New York,10024.0,East,Power Muesli,Mega Protein,OFF-AP-10002892,2,45.96,0.0,13.788,7.0,,
CA-2017-169649,2017-12-09,Standard Class,,,,TS-21205,Thomas Seio,,,Sales,United States,Chicago,Illinois,60653.0,Central,"Power Muesli, Power Muesli","Mega Protein, Nuts and more","OFF-AP-10003287, OFF-PA-10000143",4,28.836000000000002,1.0,-50.052,,,
CA-2017-103429,2017-05-30,First Class,,,,LW-16825,Laurel Workman,,,Sales,United States,New York City,New York,10024.0,East,"Power Muesli, Power Muesli, Special Projects Muesil, Power Muesli","Mega Protein, Nuts and more, Only Oats, Super Fibre Boost","OFF-AP-10001005, OFF-PA-10001712, TEC-PH-10003505, OFF-BI-10004233",14,765.4939999999999,0.2,239.3599,,,
CA-2020-168403,2020-09-09,Standard Class,Standard Processing,,,DK-12835,Damala Kotsonis,2020-09-16,,Sales,United States,Portland,Oregon,97206.0,West,"Power Muesli, Power Muesli","Mega Protein, Nuts and more","OFF-AP-10003278, OFF-PA-10002036",7,42.28,0.4,12.1134,7.0,,
CA-2019-112585,2019-07-30,First Class,Express,,,RW-19630,Rob Williams,2019-08-02,,Sales,United States,San Francisco,California,94122.0,West,Power Muesli,Mega Protein,OFF-AP-10003849,2,715.64,0.0,178.91,3.0,,
CA-2020-166093,2020-08-17,Standard Class,Standard Processing,,,RW-19540,Rick Wilson,2020-08-26,,Sales,United States,Brentwood,California,94513.0,West,"Power Muesli, Power Muesli, Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Only Oats, Power Clean Fibre Boost, Steel Cut, Super Fibre Boost, Super Fibre Boost","OFF-AP-10001058, OFF-PA-10003893, TEC-PH-10002564, OFF-EN-10003134, OFF-ST-10001496, OFF-BI-10000174, OFF-BI-10004230",30,3397.732,0.6000000000000001,902.0742,9.0,,
CA-2020-104864,2020-11-18,Second Class,Standard Processing,2020-11-23,2020-11-25,JS-15685,Jim Sink,2020-11-25,,Sales,United States,Miramar,Florida,33023.0,South,"Power Muesli, Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Nuts and more, Steel Cut, Super Fibre Boost","OFF-AP-10002684, OFF-PA-10004609, OFF-PA-10003309, OFF-ST-10002301, OFF-BI-10001636",29,552.856,1.5,34.89619999999999,7.0,5.0,2.0
CA-2017-113383,2017-09-10,First Class,,,,SF-20065,Sandra Flanagan,,,Email,United States,Clifton,New Jersey,7011.0,East,"Power Muesli, Toasted Muesli","Mega Protein, With Fruit and Nuts","OFF-AP-10004532, FUR-FU-10001986",9,336.82,0.0,98.58840000000001,,,
US-2017-148194,2017-05-04,First Class,,,,BS-11365,Bill Shonely,,,Sales,United States,Seattle,Washington,98105.0,West,"Power Muesli, Toasted Muesli","Mega Protein, With Fruit and Nuts","OFF-AP-10000696, FUR-FU-10001852",11,69.86,0.0,22.932000000000002,,,
CA-2020-167227,2020-11-02,First Class,Express,2020-11-05,2020-11-06,NP-18670,Nora Paige,2020-11-06,,Email,United States,Saint Louis,Missouri,63116.0,Central,"Power Muesli, Power Muesli","Mega Protein, Nuts and more","OFF-AP-10001962, OFF-PA-10001838",12,95.66000000000001,0.0,26.7374,4.0,3.0,1.0
CA-2017-129189,2017-07-21,Standard Class,,,,HM-14860,Harry Marie,,,Sales,United States,Dallas,Texas,75217.0,Central,"Power Muesli, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Power Clean Fibre Boost, Super Fibre Boost, With Nuts","OFF-AP-10000124, OFF-EN-10003567, OFF-BI-10000494, FUR-CH-10004997",14,751.886,2.1,-79.1232,,,
CA-2020-169012,2020-07-10,Standard Class,Standard Processing,,,BF-11275,Beth Fritzler,2020-07-15,,Sales,United States,Columbus,Georgia,31907.0,South,Power Muesli,Mega Protein,OFF-AP-10003278,3,41.91,0.0,10.8966,5.0,,
CA-2019-145611,2019-09-20,Standard Class,Standard Processing,2019-09-24,2019-09-25,HA-14905,Helen Abelman,2019-09-25,2019-09-30,Email,United States,New York City,New York,10035.0,East,Power Muesli,Mega Protein,OFF-AP-10001005,5,393.25,0.0,129.7725,5.0,4.0,1.0
CA-2019-168543,2019-07-03,Standard Class,Standard Processing,,,DK-13225,Dean Katz,2019-07-10,,Sales,United States,New York City,New York,10035.0,East,Power Muesli,Mega Protein,OFF-AP-10000938,7,706.86,0.0,197.9208,7.0,,
CA-2017-144974,2017-09-26,Standard Class,,,,CM-12715,Craig Molinari,,,Sales,United States,Philadelphia,Pennsylvania,19140.0,East,"Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Super Fibre Boost, With Fruit and Nuts","OFF-AP-10001492, OFF-BI-10003274, FUR-FU-10001095",12,68.53,1.0999999999999999,3.2926,,,
CA-2020-151750,2020-01-01,Standard Class,Standard Processing,,,JM-15250,Janet Martin,2020-01-08,,Email,United States,Huntsville,Texas,77340.0,Central,"Power Muesli, Power Muesli, Power Muesli, Power Muesli, Power Muesli, Toasted Muesli, Toasted Muesli","Mega Protein, Steel Cut, Super Fibre Boost, Super Fibre Boost, Super Mega Protein, With Fruit and Nuts, With Nuts","OFF-AP-10004708, OFF-ST-10002743, OFF-BI-10000301, OFF-BI-10000343, OFF-AR-10003158, FUR-FU-10002116, FUR-CH-10003199",39,954.902,3.7,-390.9563,7.0,,
