order_id,order_date,ship_mode,processing_mode,rdy2ship_date,pickup_date,customer_id,customer_name,on_truck_scan_date,arrival_scan_date,origin_channel,country/region,city,state,postal_code,region,category,sub_category,product_id,sales,quantity,discount,profit,order_to_truck_time,processing_time,waiting_time
CA-2019-120803,2019-03-09,Standard Class,Standard Processing,,,RB-19465,Rick Bensley,2019-03-18,,Facebook,United States,Milford,Connecticut,6460.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10004469,199.75,5,0.0,87.89,9.0,,
CA-2020-107174,2020-11-06,Standard Class,Standard Processing,2020-11-13,2020-11-16,AB-10060,Adam Bellavance,2020-11-16,,Facebook,United States,Seattle,Washington,98105.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001465,108.96,3,0.0,32.688,10.0,7.0,3.0
CA-2020-107174,2020-11-06,Standard Class,Standard Processing,2020-11-13,2020-11-16,AB-10060,Adam Bellavance,2020-11-16,,Facebook,United States,Seattle,Washington,98105.0,West,Toasted Muesli,Sweetened,FUR-TA-10004575,2036.86,7,0.0,366.6348,10.0,7.0,3.0
CA-2020-107174,2020-11-06,Standard Class,Standard Processing,2020-11-13,2020-11-16,AB-10060,Adam Bellavance,2020-11-16,,Facebook,United States,Seattle,Washington,98105.0,West,Toasted Muesli,With Nuts,FUR-CH-10003312,449.568,2,0.2,-73.0548,10.0,7.0,3.0
CA-2020-149699,2020-12-22,First Class,Express,,,CM-12115,Chad McGuire,2020-12-24,,Email,United States,Los Angeles,California,90008.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000474,474.95,5,0.0,142.485,2.0,,
CA-2020-102736,2020-09-05,Standard Class,Standard Processing,,,LP-17095,Liz Preis,2020-09-14,,Email,United States,Knoxville,Tennessee,37918.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10004568,89.568,4,0.2,-1.1196,9.0,,
CA-2020-102736,2020-09-05,Standard Class,Standard Processing,,,LP-17095,Liz Preis,2020-09-14,,Email,United States,Knoxville,Tennessee,37918.0,South,Power Muesli,Nuts and more,OFF-PA-10001800,15.552,3,0.2,5.4432,9.0,,
CA-2020-102736,2020-09-05,Standard Class,Standard Processing,,,LP-17095,Liz Preis,2020-09-14,,Email,United States,Knoxville,Tennessee,37918.0,South,Power Muesli,Super Mega Protein,OFF-AR-10001897,71.96,5,0.2,7.196,9.0,,
CA-2019-123050,2019-04-04,Second Class,Standard Processing,,,BC-11125,Becky Castell,2019-04-10,,Facebook,United States,Troy,New York,12180.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10001109,89.97,3,0.0,37.7874,6.0,,
CA-2019-123050,2019-04-04,Second Class,Standard Processing,,,BC-11125,Becky Castell,2019-04-10,,Facebook,United States,Troy,New York,12180.0,East,Power Muesli,Steel Cut,OFF-ST-10003455,31.02,2,0.0,8.0652,6.0,,
CA-2019-123050,2019-04-04,Second Class,Standard Processing,,,BC-11125,Becky Castell,2019-04-10,,Facebook,United States,Troy,New York,12180.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000723,82.64,2,0.0,7.4376,6.0,,
CA-2017-109855,2017-09-01,Standard Class,,,,LH-16900,Lena Hernandez,,,Email,United States,New York City,New York,10009.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002842,357.0,3,0.0,57.12,,,
CA-2017-109855,2017-09-01,Standard Class,,,,LH-16900,Lena Hernandez,,,Email,United States,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10004716,23.744,2,0.2,8.3104,,,
CA-2020-152310,2020-08-12,Standard Class,Standard Processing,,,DK-12895,Dana Kaydos,2020-08-21,,Email,United States,Seattle,Washington,98103.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000397,174.95,5,0.0,12.2465,9.0,,
CA-2020-152310,2020-08-12,Standard Class,Standard Processing,,,DK-12895,Dana Kaydos,2020-08-21,,Email,United States,Seattle,Washington,98103.0,West,Power Muesli,Nuts and more,OFF-PA-10003134,192.16,4,0.0,92.2368,9.0,,
CA-2020-152310,2020-08-12,Standard Class,Standard Processing,,,DK-12895,Dana Kaydos,2020-08-21,,Email,United States,Seattle,Washington,98103.0,West,Special Projects Muesil,Only Oats,TEC-PH-10002538,242.624,8,0.2,27.2952,9.0,,
CA-2020-152310,2020-08-12,Standard Class,Standard Processing,,,DK-12895,Dana Kaydos,2020-08-21,,Email,United States,Seattle,Washington,98103.0,West,Special Projects Muesil,Organic,TEC-CO-10000971,299.99,1,0.0,89.997,9.0,,
CA-2020-152310,2020-08-12,Standard Class,Standard Processing,,,DK-12895,Dana Kaydos,2020-08-21,,Email,United States,Seattle,Washington,98103.0,West,Power Muesli,Steel Cut,OFF-ST-10001228,46.74,3,0.0,11.685,9.0,,
CA-2020-152310,2020-08-12,Standard Class,Standard Processing,,,DK-12895,Dana Kaydos,2020-08-21,,Email,United States,Seattle,Washington,98103.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004308,100.704,6,0.2,37.764,9.0,,
CA-2018-154284,2018-12-21,Second Class,,,,SZ-20035,Sam Zeldin,,,Facebook,United States,Saint Charles,Illinois,60174.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003198,637.44,8,0.2,135.456,,,
CA-2018-154284,2018-12-21,Second Class,,,,SZ-20035,Sam Zeldin,,,Facebook,United States,Saint Charles,Illinois,60174.0,Central,Special Projects Muesil,Low Sugar,TEC-MA-10004241,600.53,2,0.3,137.264,,,
CA-2018-154284,2018-12-21,Second Class,,,,SZ-20035,Sam Zeldin,,,Facebook,United States,Saint Charles,Illinois,60174.0,Central,Power Muesli,Super Mega Protein,OFF-AR-10001468,59.904,2,0.2,14.2272,,,
CA-2018-154284,2018-12-21,Second Class,,,,SZ-20035,Sam Zeldin,,,Facebook,United States,Saint Charles,Illinois,60174.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003039,51.756,3,0.6,-33.6414,,,
CA-2017-156244,2017-08-12,Standard Class,,,,DH-13675,Duane Huffman,,,Facebook,United States,Miami,Florida,33180.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002473,158.928,7,0.2,41.7186,,,
CA-2017-156244,2017-08-12,Standard Class,,,,DH-13675,Duane Huffman,,,Facebook,United States,Miami,Florida,33180.0,South,Power Muesli,Hunger Buster,OFF-SU-10000432,5.552,2,0.2,-1.041,,,
CA-2017-156244,2017-08-12,Standard Class,,,,DH-13675,Duane Huffman,,,Facebook,United States,Miami,Florida,33180.0,South,Power Muesli,Mega Protein,OFF-AP-10002403,211.248,6,0.2,15.8436,,,
CA-2017-156244,2017-08-12,Standard Class,,,,DH-13675,Duane Huffman,,,Facebook,United States,Miami,Florida,33180.0,South,Power Muesli,No Taste All Power,OFF-LA-10000443,2.952,1,0.2,0.9963,,,
CA-2017-156244,2017-08-12,Standard Class,,,,DH-13675,Duane Huffman,,,Facebook,United States,Miami,Florida,33180.0,South,Power Muesli,Nuts and more,OFF-PA-10000295,31.104,6,0.2,10.8864,,,
CA-2017-156244,2017-08-12,Standard Class,,,,DH-13675,Duane Huffman,,,Facebook,United States,Miami,Florida,33180.0,South,Power Muesli,Super Mega Protein,OFF-AR-10004344,47.96,5,0.2,4.1965,,,
CA-2019-166380,2019-05-30,Standard Class,Standard Processing,,,EB-13750,Edward Becker,2019-06-05,,Sales,United States,Arlington,Virginia,22204.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10000109,111.98,2,0.0,26.8752,6.0,,
CA-2019-166380,2019-05-30,Standard Class,Standard Processing,,,EB-13750,Edward Becker,2019-06-05,,Sales,United States,Arlington,Virginia,22204.0,South,Power Muesli,Power Clean Fibre Boost,OFF-EN-10002600,26.55,9,0.0,12.744,6.0,,
US-2020-167318,2020-07-26,Standard Class,Standard Processing,,,GZ-14545,George Zrebassa,2020-08-05,,Sales,United States,Los Angeles,California,90036.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003870,1649.95,5,0.0,659.98,10.0,,
US-2020-167318,2020-07-26,Standard Class,Standard Processing,,,GZ-14545,George Zrebassa,2020-08-05,,Sales,United States,Los Angeles,California,90036.0,West,Toasted Muesli,With Nuts,FUR-CH-10000665,362.352,3,0.2,45.294,10.0,,
CA-2020-113572,2020-11-07,Standard Class,Standard Processing,,,FP-14320,Frank Preis,2020-11-16,,Email,United States,New York City,New York,10024.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002370,7.88,4,0.0,2.5216,9.0,,
CA-2017-153087,2017-12-27,Standard Class,,,,TC-20980,Tamara Chand,,,Sales,United States,Decatur,Alabama,35601.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10003198,498.0,5,0.0,184.26,,,
CA-2017-153087,2017-12-27,Standard Class,,,,TC-20980,Tamara Chand,,,Sales,United States,Decatur,Alabama,35601.0,South,Power Muesli,Nuts and more,OFF-PA-10001243,23.92,4,0.0,11.7208,,,
CA-2017-110555,2017-04-11,Standard Class,,,,MM-18055,Michelle Moray,,,Email,United States,Great Falls,Montana,59405.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003399,217.44,6,0.0,91.3248,,,
CA-2017-110555,2017-04-11,Standard Class,,,,MM-18055,Michelle Moray,,,Email,United States,Great Falls,Montana,59405.0,West,Special Projects Muesil,Only Oats,TEC-PH-10000586,105.584,2,0.2,9.2386,,,
CA-2017-110555,2017-04-11,Standard Class,,,,MM-18055,Michelle Moray,,,Email,United States,Great Falls,Montana,59405.0,West,Power Muesli,Steel Cut,OFF-ST-10000876,87.08,7,0.0,24.3824,,,
CA-2019-145135,2019-11-26,First Class,Express,,,CD-12790,Cynthia Delaney,2019-11-29,,Facebook,United States,Shelton,Connecticut,6484.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10003447,59.97,3,0.0,14.9925,3.0,,
CA-2019-145135,2019-11-26,First Class,Express,,,CD-12790,Cynthia Delaney,2019-11-29,,Facebook,United States,Shelton,Connecticut,6484.0,East,Power Muesli,Nuts and more,OFF-PA-10004285,13.36,2,0.0,6.4128,3.0,,
CA-2020-140480,2020-07-08,Standard Class,Standard Processing,,,HE-14800,Harold Engle,2020-07-15,,Sales,United States,Newark,Delaware,19711.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002473,141.9,5,0.0,58.179,7.0,,
CA-2020-140480,2020-07-08,Standard Class,Standard Processing,,,HE-14800,Harold Engle,2020-07-15,,Sales,United States,Newark,Delaware,19711.0,East,Power Muesli,Super Mega Protein,OFF-AR-10001419,28.91,7,0.0,8.673,7.0,,
CA-2020-140480,2020-07-08,Standard Class,Standard Processing,,,HE-14800,Harold Engle,2020-07-15,,Sales,United States,Newark,Delaware,19711.0,East,Power Muesli,Super Mega Protein,OFF-AR-10004010,174.95,5,0.0,45.487,7.0,,
CA-2020-140480,2020-07-08,Standard Class,Standard Processing,,,HE-14800,Harold Engle,2020-07-15,,Sales,United States,Newark,Delaware,19711.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003247,83.92,4,0.0,5.8744,7.0,,
CA-2020-140480,2020-07-08,Standard Class,Standard Processing,,,HE-14800,Harold Engle,2020-07-15,,Sales,United States,Newark,Delaware,19711.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001057,39.98,2,0.0,9.1954,7.0,,
CA-2019-147109,2019-12-17,Standard Class,Standard Processing,,,AH-10075,Adam Hart,2019-12-24,,Sales,United States,Arlington,Texas,76017.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002942,165.6,3,0.2,-6.21,7.0,,
CA-2019-147109,2019-12-17,Standard Class,Standard Processing,,,AH-10075,Adam Hart,2019-12-24,,Sales,United States,Arlington,Texas,76017.0,Central,Power Muesli,Nuts and more,OFF-PA-10001972,51.84,10,0.2,18.144,7.0,,
CA-2020-118199,2020-05-09,First Class,Express,,,LB-16795,Laurel Beltran,2020-05-13,,Facebook,United States,Seattle,Washington,98105.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10004171,199.98,2,0.0,87.9912,4.0,,
CA-2020-118199,2020-05-09,First Class,Express,,,LB-16795,Laurel Beltran,2020-05-13,,Facebook,United States,Seattle,Washington,98105.0,West,Power Muesli,Steel Cut,OFF-ST-10000604,104.28,3,0.0,26.07,4.0,,
CA-2020-118199,2020-05-09,First Class,Express,,,LB-16795,Laurel Beltran,2020-05-13,,Facebook,United States,Seattle,Washington,98105.0,West,Power Muesli,Steel Cut,OFF-ST-10000636,66.96,4,0.0,2.6784,4.0,,
CA-2020-118199,2020-05-09,First Class,Express,,,LB-16795,Laurel Beltran,2020-05-13,,Facebook,United States,Seattle,Washington,98105.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004330,147.92,5,0.2,46.225,4.0,,
CA-2020-118199,2020-05-09,First Class,Express,,,LB-16795,Laurel Beltran,2020-05-13,,Facebook,United States,Seattle,Washington,98105.0,West,Toasted Muesli,Sweetened,FUR-TA-10004154,286.85,1,0.0,63.107,4.0,,
CA-2020-150091,2020-10-12,Standard Class,Standard Processing,,,NP-18670,Nora Paige,2020-10-19,,Email,United States,Lakewood,New Jersey,8701.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002167,45.0,3,0.0,4.95,7.0,,
CA-2020-150091,2020-10-12,Standard Class,Standard Processing,,,NP-18670,Nora Paige,2020-10-19,,Email,United States,Lakewood,New Jersey,8701.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000621,17.9,5,0.0,8.771,7.0,,
CA-2020-150091,2020-10-12,Standard Class,Standard Processing,,,NP-18670,Nora Paige,2020-10-19,,Email,United States,Lakewood,New Jersey,8701.0,East,Toasted Muesli,With Fruit,FUR-BO-10003404,2154.9,5,0.0,129.294,7.0,,
CA-2020-150091,2020-10-12,Standard Class,Standard Processing,,,NP-18670,Nora Paige,2020-10-19,,Email,United States,Lakewood,New Jersey,8701.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004053,40.48,2,0.0,17.4064,7.0,,
US-2020-132220,2020-11-12,Standard Class,Standard Processing,2020-11-16,2020-11-18,DJ-13510,Don Jones,2020-11-18,,Sales,United States,Tempe,Arizona,85281.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10004227,62.352,6,0.2,-10.9116,6.0,4.0,2.0
CA-2018-112823,2018-12-10,Standard Class,,,,RA-19945,Ryan Akin,,,Email,United States,Cleveland,Ohio,44105.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002550,25.488,2,0.2,4.4604,,,
CA-2018-144043,2018-05-10,Standard Class,,,,AB-10165,Alan Barnes,,,Email,United States,Louisville,Colorado,80027.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10002718,46.688,4,0.2,-2.918,,,
US-2020-132031,2020-04-23,Standard Class,Standard Processing,,,PN-18775,Parhena Norris,2020-04-29,,Facebook,United States,Clarksville,Tennessee,37042.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002473,45.408,2,0.2,11.9196,6.0,,
US-2020-132031,2020-04-23,Standard Class,Standard Processing,,,PN-18775,Parhena Norris,2020-04-29,,Facebook,United States,Clarksville,Tennessee,37042.0,South,Power Muesli,No Taste All Power,OFF-LA-10000081,3.0,1,0.2,1.05,6.0,,
US-2020-132031,2020-04-23,Standard Class,Standard Processing,,,PN-18775,Parhena Norris,2020-04-29,,Facebook,United States,Clarksville,Tennessee,37042.0,South,Toasted Muesli,With Fruit,FUR-BO-10001972,387.136,4,0.2,-14.5176,6.0,,
US-2020-132031,2020-04-23,Standard Class,Standard Processing,,,PN-18775,Parhena Norris,2020-04-29,,Facebook,United States,Clarksville,Tennessee,37042.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000193,77.952,3,0.2,-11.6928,6.0,,
CA-2019-143154,2019-12-02,Standard Class,Standard Processing,,,AS-10225,Alan Schoenberger,2019-12-11,2019-12-16,Sales,United States,Longmont,Colorado,80501.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10002942,165.6,3,0.2,-6.21,9.0,,
CA-2017-169061,2017-03-05,Second Class,,,,AB-10150,Aimee Bixby,,,Email,United States,Yonkers,New York,10701.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002001,479.97,3,0.0,177.5889,,,
CA-2017-169061,2017-03-05,Second Class,,,,AB-10150,Aimee Bixby,,,Email,United States,Yonkers,New York,10701.0,East,Power Muesli,Hunger Buster,OFF-SU-10000381,18.62,2,0.0,5.3998,,,
CA-2017-169061,2017-03-05,Second Class,,,,AB-10150,Aimee Bixby,,,Email,United States,Yonkers,New York,10701.0,East,Power Muesli,Nuts and more,OFF-PA-10001878,97.82,2,0.0,45.9754,,,
CA-2017-169061,2017-03-05,Second Class,,,,AB-10150,Aimee Bixby,,,Email,United States,Yonkers,New York,10701.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001617,49.632,6,0.2,16.7508,,,
CA-2017-169061,2017-03-05,Second Class,,,,AB-10150,Aimee Bixby,,,Email,United States,Yonkers,New York,10701.0,East,Power Muesli,Super Mega Protein,OFF-AR-10000588,59.52,3,0.0,15.4752,,,
CA-2019-130400,2019-03-08,Standard Class,Standard Processing,,,SJ-20125,Sanjit Jacobs,2019-03-13,,Facebook,United States,Dallas,Texas,75217.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004633,27.96,5,0.2,8.388,5.0,,
CA-2019-130400,2019-03-08,Standard Class,Standard Processing,,,SJ-20125,Sanjit Jacobs,2019-03-13,,Facebook,United States,Dallas,Texas,75217.0,Central,Power Muesli,Power Clean Fibre Boost,OFF-EN-10001453,146.352,3,0.2,49.3938,5.0,,
CA-2019-130400,2019-03-08,Standard Class,Standard Processing,,,SJ-20125,Sanjit Jacobs,2019-03-13,,Facebook,United States,Dallas,Texas,75217.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10001757,8.856,9,0.8,-14.1696,5.0,,
CA-2018-135853,2018-12-11,First Class,,,,CA-12775,Cynthia Arntzen,,,Email,United States,Detroit,Michigan,48205.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004761,175.23,11,0.0,61.3305,,,
CA-2018-135853,2018-12-11,First Class,,,,CA-12775,Cynthia Arntzen,,,Email,United States,Detroit,Michigan,48205.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10003691,125.99,1,0.0,31.4975,,,
CA-2018-135853,2018-12-11,First Class,,,,CA-12775,Cynthia Arntzen,,,Email,United States,Detroit,Michigan,48205.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10004965,23.0,2,0.0,10.35,,,
CA-2020-161172,2020-03-16,First Class,Express,,,SP-20920,Susan Pistek,2020-03-16,,Email,United States,Columbus,Ohio,43229.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10004571,159.984,2,0.2,43.9956,0.0,,
CA-2020-161172,2020-03-16,First Class,Express,,,SP-20920,Susan Pistek,2020-03-16,,Email,United States,Columbus,Ohio,43229.0,East,Special Projects Muesil,Only Oats,TEC-PH-10004348,44.376,2,0.4,-7.396,0.0,,
CA-2020-161172,2020-03-16,First Class,Express,,,SP-20920,Susan Pistek,2020-03-16,,Email,United States,Columbus,Ohio,43229.0,East,Power Muesli,Steel Cut,OFF-ST-10000675,54.224,2,0.2,3.389,0.0,,
CA-2020-161172,2020-03-16,First Class,Express,,,SP-20920,Susan Pistek,2020-03-16,,Email,United States,Columbus,Ohio,43229.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10004654,5.193,3,0.7,-3.462,0.0,,
CA-2020-161172,2020-03-16,First Class,Express,,,SP-20920,Susan Pistek,2020-03-16,,Email,United States,Columbus,Ohio,43229.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003424,51.264,6,0.2,7.6896,0.0,,
US-2017-163146,2017-05-16,Standard Class,,,,CC-12475,Cindy Chapman,,,Email,United States,San Francisco,California,94122.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10002217,56.4,3,0.0,3.384,,,
CA-2017-137575,2017-08-06,Standard Class,,,,TB-21625,Trudy Brown,,,Email,United States,New York City,New York,10035.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10004571,199.98,2,0.0,83.9916,,,
CA-2018-149566,2018-12-05,Standard Class,,,,GB-14530,George Bell,,,Sales,United States,Los Angeles,California,90049.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001266,39.0,3,0.0,17.55,,,
CA-2018-149566,2018-12-05,Standard Class,,,,GB-14530,George Bell,,,Sales,United States,Los Angeles,California,90049.0,West,Power Muesli,No Taste All Power,OFF-LA-10000452,12.6,4,0.0,6.048,,,
US-2020-102904,2020-11-13,Standard Class,Standard Processing,2020-11-20,2020-11-23,CB-12025,Cassandra Brandow,2020-11-23,,Email,United States,Decatur,Alabama,35601.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10000927,239.92,8,0.0,23.992,10.0,7.0,3.0
CA-2018-117884,2018-03-22,First Class,,,,DC-13285,Debra Catini,,,Email,United States,Plantation,Florida,33317.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002567,447.944,7,0.2,89.5888,,,
CA-2018-117884,2018-03-22,First Class,,,,DC-13285,Debra Catini,,,Email,United States,Plantation,Florida,33317.0,South,Power Muesli,Steel Cut,OFF-ST-10002182,150.408,9,0.2,-33.8418,,,
CA-2017-130673,2017-05-20,Second Class,,,,MC-17590,Matt Collister,,,Sales,United States,San Marcos,Texas,78666.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004227,20.784,2,0.2,-3.6372,,,
CA-2017-130673,2017-05-20,Second Class,,,,MC-17590,Matt Collister,,,Sales,United States,San Marcos,Texas,78666.0,Central,Power Muesli,Nuts and more,OFF-PA-10000289,10.368,2,0.2,3.6288,,,
CA-2017-130673,2017-05-20,Second Class,,,,MC-17590,Matt Collister,,,Sales,United States,San Marcos,Texas,78666.0,Central,Power Muesli,Steel Cut,OFF-ST-10000636,66.96,5,0.2,-13.392,,,
CA-2017-130673,2017-05-20,Second Class,,,,MC-17590,Matt Collister,,,Sales,United States,San Marcos,Texas,78666.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003489,10.332,3,0.6,-5.9409,,,
CA-2020-162015,2020-07-11,Standard Class,Standard Processing,,,KB-16240,Karen Bern,2020-07-15,,Sales,United States,Los Angeles,California,90049.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003832,1287.45,5,0.0,244.6155,4.0,,
CA-2020-162015,2020-07-11,Standard Class,Standard Processing,,,KB-16240,Karen Bern,2020-07-15,,Sales,United States,Los Angeles,California,90049.0,West,Power Muesli,Mega Protein,OFF-AP-10003040,168.1,5,0.0,43.706,4.0,,
CA-2020-159667,2020-11-09,Standard Class,Standard Processing,2020-11-13,2020-11-16,PM-19135,Peter McVee,2020-11-16,,Facebook,United States,Jacksonville,Florida,32216.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002567,191.976,3,0.2,38.3952,7.0,4.0,3.0
CA-2020-159667,2020-11-09,Standard Class,Standard Processing,2020-11-13,2020-11-16,PM-19135,Peter McVee,2020-11-16,,Facebook,United States,Jacksonville,Florida,32216.0,South,Special Projects Muesil,Only Oats,TEC-PH-10004094,499.168,4,0.2,31.198,7.0,4.0,3.0
US-2019-116365,2019-01-03,Standard Class,Standard Processing,,,CA-12310,Christine Abelman,2019-01-09,,Sales,United States,San Antonio,Texas,78207.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002217,30.08,2,0.2,-5.264,6.0,,
US-2019-116365,2019-01-03,Standard Class,Standard Processing,,,CA-12310,Christine Abelman,2019-01-09,,Sales,United States,San Antonio,Texas,78207.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002942,165.6,3,0.2,-6.21,6.0,,
US-2019-116365,2019-01-03,Standard Class,Standard Processing,,,CA-12310,Christine Abelman,2019-01-09,,Sales,United States,San Antonio,Texas,78207.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10002890,180.96,5,0.2,13.572,6.0,,
CA-2020-162936,2020-08-18,Standard Class,Standard Processing,,,CM-12160,Charles McCrossin,2020-08-26,,Email,United States,New Bedford,Massachusetts,2740.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10003614,23.18,2,0.0,7.6494,8.0,,
CA-2020-123624,2020-11-13,Second Class,Standard Processing,2020-11-17,2020-11-18,SE-20110,Sanjit Engle,2020-11-18,,Email,United States,Oxnard,California,93030.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000682,82.95,5,0.0,29.0325,5.0,4.0,1.0
CA-2019-138233,2019-11-09,Standard Class,Standard Processing,,,PF-19165,Philip Fox,2019-11-13,,Email,United States,Oakland,California,94601.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10002001,479.97,3,0.0,177.5889,4.0,,
CA-2018-136147,2018-11-13,Standard Class,,,,FM-14380,Fred McMath,,,Email,United States,Miami,Florida,33178.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10004568,111.96,5,0.2,-1.3995,,,
CA-2018-136147,2018-11-13,Standard Class,,,,FM-14380,Fred McMath,,,Email,United States,Miami,Florida,33178.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10004224,121.104,6,0.7,-100.92,,,
CA-2018-164084,2018-09-07,Standard Class,,,,AG-10525,Andy Gerbode,,,Sales,United States,New York City,New York,10011.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002305,90.0,5,0.0,16.2,,,
CA-2018-164084,2018-09-07,Standard Class,,,,AG-10525,Andy Gerbode,,,Sales,United States,New York City,New York,10011.0,East,Power Muesli,Maple Sweetened,OFF-FA-10003059,7.24,4,0.0,2.3892,,,
CA-2018-164084,2018-09-07,Standard Class,,,,AG-10525,Andy Gerbode,,,Sales,United States,New York City,New York,10011.0,East,Power Muesli,Steel Cut,OFF-ST-10003638,70.26,3,0.0,18.9702,,,
CA-2018-164084,2018-09-07,Standard Class,,,,AG-10525,Andy Gerbode,,,Sales,United States,New York City,New York,10011.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000605,6.096,2,0.2,2.0574,,,
CA-2018-164084,2018-09-07,Standard Class,,,,AG-10525,Andy Gerbode,,,Sales,United States,New York City,New York,10011.0,East,Toasted Muesli,Sweetened,FUR-TA-10003569,481.176,2,0.4,-120.294,,,
CA-2020-118346,2020-07-23,First Class,Express,,,PO-19180,Philisse Overcash,2020-07-24,,Facebook,United States,Kenosha,Wisconsin,53142.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10000736,399.95,5,0.0,143.982,1.0,,
CA-2017-142769,2017-09-13,First Class,,,,RP-19390,Resi Pölking,,,Email,United States,Seattle,Washington,98103.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001606,199.98,2,0.0,75.9924,,,
CA-2017-142769,2017-09-13,First Class,,,,RP-19390,Resi Pölking,,,Email,United States,Seattle,Washington,98103.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003399,144.96,4,0.0,60.8832,,,
CA-2017-142769,2017-09-13,First Class,,,,RP-19390,Resi Pölking,,,Email,United States,Seattle,Washington,98103.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000865,118.0,2,0.0,20.06,,,
CA-2017-142769,2017-09-13,First Class,,,,RP-19390,Resi Pölking,,,Email,United States,Seattle,Washington,98103.0,West,Power Muesli,Hunger Buster,OFF-SU-10001574,7.3,2,0.0,2.19,,,
CA-2017-142769,2017-09-13,First Class,,,,RP-19390,Resi Pölking,,,Email,United States,Seattle,Washington,98103.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000840,5.7,5,0.0,2.679,,,
CA-2017-142769,2017-09-13,First Class,,,,RP-19390,Resi Pölking,,,Email,United States,Seattle,Washington,98103.0,West,Power Muesli,Mega Protein,OFF-AP-10004785,22.66,2,0.0,9.7438,,,
CA-2017-142769,2017-09-13,First Class,,,,RP-19390,Resi Pölking,,,Email,United States,Seattle,Washington,98103.0,West,Power Muesli,Nuts and more,OFF-PA-10002923,48.94,1,0.0,24.47,,,
